0,0,1
1,1,0
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,1
10,0,1
11,1,0
12,1,0
13,0,1
14,0,1
15,1,0
16,1,0
17,0,1
18,1,0
19,0,1
20,0,1
21,1,0
22,0,1
23,1,0
24,0,1
25,0,1
26,0,1
27,0,1
28,1,0
29,1,0
30,1,0
31,0,1
32,1,0
33,0,1
34,0,1
35,0,1
36,1,0
37,1,0
38,0,1
39,0,1
40,0,1
41,0,1
42,0,1
43,1,0
44,0,1
45,1,0
46,0,1
47,1,0
48,1,0
49,1,0
50,0,1
51,1,0
52,1,0
53,1,0
54,0,1
55,0,1
56,1,0
57,0,1
58,0,1
59,1,0
60,1,0
61,1,0
62,1,0
63,0,1
64,0,1
65,0,1
66,1,0
67,0,1
68,1,0
69,0,1
70,0,1
71,0,1
72,0,1
73,0,1
74,0,1
75,0,1
76,0,1
77,0,0
78,1,0
79,0,1
80,1,0
81,1,0
82,0,1
83,1,0
84,1,0
85,0,1
86,1,0
87,0,1
88,1,0
89,0,1
90,1,0
91,0,1
92,0,1
93,0,1
94,1,0
95,0,1
96,1,0
97,0,1
98,0,1
99,1,0
100,0,1
101,0,1
102,0,1
103,0,1
104,1,0
105,0,1
106,0,1
107,0,1
108,0,1
109,0,1
110,1,0
111,1,0
112,0,1
113,0,1
114,1,0
115,0,1
116,1,0
117,1,0
118,0,1
119,0,1
120,0,1
121,0,1
122,1,0
123,0,1
124,0,1
125,0,1
126,1,0
127,0,1
128,1,0
129,1,0
130,0,1
131,1,0
132,0,1
133,1,0
134,0,1
135,1,0
136,0,1
137,0,1
138,0,1
139,0,1
140,1,0
141,0,1
142,1,0
143,0,1
144,1,0
145,0,1
146,0,1
147,1,0
148,0,0
149,1,0
150,1,0
151,0,1
152,0,1
153,0,1
154,1,0
155,1,0
156,0,1
157,0,1
158,0,1
159,0,1
160,0,1
161,0,1
162,1,0
163,0,1
164,0,1
165,0,1
166,0,1
167,1,0
168,0,1
169,0,1
170,0,1
171,0,1
172,0,1
173,0,1
174,0,1
175,0,1
176,0,1
177,1,0
178,1,0
179,1,0
180,0,1
181,0,1
182,1,0
183,1,0
184,0,1
185,0,1
186,1,0
187,0,1
188,0,1
189,0,1
190,1,0
191,0,1
192,0,1
193,0,1
194,1,0
195,0,0
196,0,1
197,0,1
198,1,0
199,0,1
200,0,1
201,0,0
202,0,1
203,1,0
204,0,1
205,1,0
206,0,1
207,1,0
208,0,1
209,0,1
210,1,0
211,0,1
212,0,1
213,1,0
214,0,1
215,0,1
216,0,1
217,1,0
218,0,1
219,0,1
220,0,1
221,0,1
222,1,0
223,1,0
224,0,1
225,0,1
226,0,1
227,1,0
228,1,0
229,1,0
230,0,1
231,1,0
232,0,1
233,1,0
234,1,0
235,1,0
236,1,0
237,0,0
238,0,1
239,1,0
240,1,0
241,0,1
242,0,1
243,1,0
244,0,1
245,1,0
246,1,0
247,0,1
248,0,1
249,0,1
250,1,0
251,1,0
252,1,0
253,1,0
254,0,1
255,0,1
256,1,0
257,1,0
258,0,1
259,0,1
260,0,1
261,0,1
262,0,1
263,0,1
264,1,0
265,0,1
266,0,1
267,0,1
268,0,1
269,1,0
270,1,0
271,0,1
272,0,0
273,1,0
274,0,1
275,0,1
276,0,1
277,0,1
278,1,0
279,1,0
280,0,1
281,0,1
282,0,1
283,0,1
284,0,1
285,0,1
286,0,1
287,1,0
288,0,1
289,0,1
290,0,1
291,0,1
292,1,0
293,0,1
294,0,1
295,0,1
296,1,0
297,0,1
298,1,0
299,0,1
300,1,0
301,1,0
302,1,0
303,1,0
304,1,0
305,0,1
306,0,1
307,0,1
308,0,1
309,1,0
310,1,0
311,0,1
312,0,1
313,0,1
314,0,1
315,1,0
316,1,0
317,0,1
318,0,1
319,1,0
320,0,1
321,0,1
322,1,0
323,0,1
324,0,1
325,0,1
326,0,1
327,1,0
328,0,1
329,0,1
330,1,0
331,0,1
332,0,1
333,1,0
334,1,0
335,0,1
336,1,0
337,1,0
338,1,0
339,0,1
340,1,0
341,1,0
342,0,1
343,0,1
344,0,1
345,1,0
346,0,1
347,0,1
348,0,1
349,0,1
350,0,1
351,0,1
352,0,1
353,1,0
354,0,1
355,0,1
356,1,0
357,0,1
358,0,0
359,0,1
360,1,0
361,0,1
362,1,0
363,0,1
364,0,1
365,0,1
366,0,1
367,0,1
368,0,1
369,0,1
370,1,0
371,1,0
372,0,1
373,1,0
374,0,1
375,0,1
376,0,1
377,0,1
378,0,1
379,1,0
380,0,1
381,1,0
382,0,1
383,0,1
384,0,1
385,1,0
386,1,0
387,0,1
388,0,1
389,0,1
390,1,0
391,0,1
392,1,0
393,1,0
394,0,1
395,0,1
396,0,1
397,0,1
398,0,1
399,1,0
400,0,1
401,0,1
402,0,1
